,isbn,authors,original_publication_year,original_title,average_rating,image_url,publication_year,book_read_url
8125,99453452,Stephen Hunter,1993,Point of Impact,4.26,https://images.gr-assets.com/books/1315656617m/127712.jpg,1993,
8126,009947915X,J.M. Coetzee,1983,Life & Times of Michael K.,3.85,https://images.gr-assets.com/books/1327203650m/6193.jpg,1983,
8127,044900483X,Mary Doria Russell,1998,Children of God,4.05,https://images.gr-assets.com/books/1373509005m/16948.jpg,1998,
8129,718152433,Jamie Oliver,2007,Jamie at Home: Cook Your Way to the Good Life,4.09,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2007,
8130,425197395,Clive Cussler,1973,The Mediterranean Caper,3.75,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1973,
8131,451454243,"Marion Zimmer Bradley, Diana L. Paxson",1993,The Forest House,3.85,https://images.gr-assets.com/books/1319444215m/18892.jpg,1993,
8132,743484193,John Sandford,1999,Certain Prey,4.2,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1999,
8133,425210812,MaryJanice Davidson,2005,Undead and Unreturnable,3.89,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2005,
8134,441014763,Jack Campbell,2007,"Fearless (The Lost Fleet, #2)",3.97,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2007,
8135,553578553,Sara Donati,2000,Dawn on a Distant Shore,4.19,https://images.gr-assets.com/books/1403186902m/820956.jpg,2000,
8139,60898526,Aldous Huxley,1958,Brave New World Revisited ,3.93,https://images.gr-assets.com/books/1410136964m/5481.jpg,1958,
8140,345301110,"Pauline Réage, Sabine d'Estree",1954,Histoire d'O,3.34,https://images.gr-assets.com/books/1464369941m/40483.jpg,1954,
8141,60757639,Robin Hobb,2006,Forest Mage,3.35,https://images.gr-assets.com/books/1446012746m/45106.jpg,2006,
8142,380726297,Dennis Lehane,1997,Sacred,3.94,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1997,
8145,425138232,Jack Higgins,1992,Eye of the Storm,3.96,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1992,
8147,60880120,Meg Cabot,2006,How to Be Popular,3.54,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2006,
8148,451530098,"George Bernard Shaw, Alan Jay Lerner",1956,Pygmalion and My Fair Lady (50th Anniversary Edition) (Signet Classics (Paperback)),4.24,https://images.gr-assets.com/books/1327891970m/7707.jpg,1956,
8149,345432401,Mario Puzo,1999,Omertà,3.68,https://images.gr-assets.com/books/1327867034m/22028.jpg,1999,
8150,62103733,Elizabeth Norris,2012,Unraveling,3.84,https://images.gr-assets.com/books/1337474732m/12157365.jpg,2012,
8151,330311735,Richard Bach,1988,One,3.94,https://images.gr-assets.com/books/1356137029m/265264.jpg,1988,
8152,763618985,Kate DiCamillo,2001,The Tiger Rising,3.78,https://images.gr-assets.com/books/1479692331m/37187.jpg,2001,
8153,886774268,Mercedes Lackey,1990,Magic's Price,4.26,https://images.gr-assets.com/books/1478489331m/28734.jpg,1990,
8155,425173909,Agatha Christie,1953,After the Funeral ,3.84,https://images.gr-assets.com/books/1384881992m/527744.jpg,1953,
8156,1582404976,"Mark Millar, J.G. Jones, Brian K. Vaughan",2005,Wanted,3.71,https://images.gr-assets.com/books/1355855954m/160848.jpg,2005,
8157,1421506297,"Tsugumi Ohba, Takeshi Obata",2005,デスノート #8 (Desu Nōto) Mato (的),4.27,https://images.gr-assets.com/books/1487897453m/13614.jpg,2005,
8159,375714499,"Noam Chomsky, Edward S. Herman",1988,Manufacturing Consent: The Political Economy of the Mass Media,4.22,https://images.gr-assets.com/books/1222383663m/12617.jpg,1988,
8160,670557110,"Astrid Lindgren, Gerry Bothmer",1948,Pippi Långstrump i Söderhavet,4.1,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1948,
8162,330314920,Cormac McCarthy,1968,Outer Dark,3.88,https://images.gr-assets.com/books/1356452527m/40471.jpg,1968,
8164,312890176,Gene Wolfe,1994,Shadow & Claw,4.04,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1994,
8165,812995228,Julia Pierpont,2015,Parmi les dix milliers de choses,2.84,https://images.gr-assets.com/books/1464907467m/23503361.jpg,2015,
8166,743250451,Hunter S. Thompson,1979,The Great Shark Hunt: Strange Tales from a Strange Time,4.07,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1979,
8167,395957761,"Anne Sexton, Maxine Kumin",1981,The Complete Poems: Anne Sexton,4.28,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1981,
8168,316098124,Kim Stanley Robinson,2012,2312,3.43,https://images.gr-assets.com/books/1405778758m/11830394.jpg,2012,
8169,689806981,Sharon M. Draper,1994,Tears of a Tiger,4.16,https://images.gr-assets.com/books/1348102787m/119838.jpg,1994,
8170,61231428,James Rollins,2009,Altar of Eden,4.01,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2009,
8171,1591169909,Bisco Hatori,2003,桜蘭高校ホスト部 2,4.46,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2003,
8172,810949148,"Michael Buckley, Peter Ferguson",2006,The Problem Child,4.27,https://images.gr-assets.com/books/1349015533m/176326.jpg,2006,
8173,195170342,David Hackett Fischer,2003,Washington's Crossing,4.11,https://images.gr-assets.com/books/1353284022m/1206073.jpg,2003,
8174,679783482,Salman Rushdie,2005,Shalimar the Clown,3.86,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2005,
8175,688172377,"Waris Dirie, Cathleen Miller",1998,Desert Flower: The Extraordinary Journey of a Desert Nomad,4.09,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1998,
8176,345467817,Eric S. Nylund,2003,First Strike,4.12,https://images.gr-assets.com/books/1320418133m/615921.jpg,2003,
8178,1861977166,"Tom Peters, Robert H. Waterman Jr.",1982,In Search of Excellence,3.91,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1982,
8179,316239992,"James Patterson, Emily Raymond",2013,First Love,3.76,https://images.gr-assets.com/books/1408925704m/17899392.jpg,2013,
8180,1401204457,"Bill Finger, Gardner F. Fox, Bob Kane, Jerry Robinson, Sheldon Moldoff",2005,Batman Chronicles: Volume 1,3.99,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2005,
8182,1434764338,Lisa Tawn Bergren,2011,Waterfall,4.04,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2011,
8183,385682824,Rachel Joyce,2014,The Love Song of Miss Queenie Hennessy,4.04,https://images.gr-assets.com/books/1403202599m/20890479.jpg,2014,
8184,345435753,Terry Brooks,2002,Morgawr ,3.96,https://images.gr-assets.com/books/1341521219m/15559.jpg,2002,
8185,340752459,Rosamunde Pilcher,1990,September,4.12,https://images.gr-assets.com/books/1420776195m/116053.jpg,1990,
8186,1884214495,"Isaac Asimov, Bob E. Flick, Jim Gallant",1956,The Last Question (When the World Ends),4.58,https://images.gr-assets.com/books/1274107046m/4808763.jpg,1956,
8187,140189424,"Saul Bellow, Luciano Bianciardi",1959,Henderson the Rain King,3.79,https://images.gr-assets.com/books/1297116277m/52783.jpg,1959,
8188,451209435,Erica Jong,1973,Fear of Flying,3.44,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1973,
8189,316176044,"Sarah Blakley-Cartwright, David Leslie Johnson, Catherine Hardwicke",2011,Red Riding Hood,3.51,https://images.gr-assets.com/books/1344267754m/9349915.jpg,2011,
8190,9381626715,Rashmi Bansal,2008,Stay Hungry Stay Foolish,3.62,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2008,
8191,140568190,"Roald Dahl, Quentin Blake",1985,The Giraffe and the Pelly and Me,3.8,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1985,
8192,1250039819,Nickolas Butler,2014,Shotgun Lovesongs,3.78,https://images.gr-assets.com/books/1396818566m/17934521.jpg,2014,
8193,440240956,Conn Iggulden,2004,"The Death of Kings (Emperor, #2)",4.25,https://images.gr-assets.com/books/1320470253m/671724.jpg,2004,
8194,375435484,Mireille Guiliano,2004,French Women Don't Get Fat,3.48,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2004,
8195,061858532X,Laura Whitcomb,2005,A Certain Slant of Light,3.83,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2005,
8196,1416936408,Scott Westerfeld,2007,"The Uglies Trilogy (Uglies, #1-3)",4.06,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2007,
8197,62311115,Greg Iles,2015,The Bone Tree,4.18,https://images.gr-assets.com/books/1421259645m/22693231.jpg,2015,
8198,312939779,Jeffrey Archer,2005,False Impression,3.67,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2005,
8199,1926760689,"pleasefindthis, Iain S. Thomas, Jon Ellis",2011,I Wrote This For You,4.17,https://images.gr-assets.com/books/1413756174m/13105527.jpg,2011,
8200,1400049350,"Ina Garten, Quentin Bacon",2004,Barefoot in Paris,4.19,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2004,
8202,60589353,Louise Rennison,2004,...and that's when it fell off in my hand,4.06,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2004,
8205,61626317,Anna Godbersen,2009,Splendor,3.84,https://images.gr-assets.com/books/1295983771m/6239873.jpg,2009,
8206,1582870950,Charlotte Brontë,1857,The Professor,3.56,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1857,
8207,451234863,Chloe Neill,2011,"Drink Deep (Chicagoland Vampires, #5)",4.12,https://images.gr-assets.com/books/1296789716m/9815702.jpg,2011,
8209,698400011,"Hans Christian Andersen, Lisbeth Zwerger, Anthea Bell",1836,Den lille havfrue,4.02,https://images.gr-assets.com/books/1309204955m/132391.jpg,1836,
8210,60525134,Meg Cabot,2007,"Big Boned (Heather Wells, #3)",3.84,https://images.gr-assets.com/books/1496810737m/207687.jpg,2007,
8211,802131867,Jack Kerouac,1958,The Subterraneans,3.68,https://images.gr-assets.com/books/1428958819m/330760.jpg,1958,
8212,745917437,"Angela Elwell Hunt, Tim Jonke",1989,The Tale of Three Trees: A Traditional Folktale,4.52,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1989,
8213,1593072953,Frank Miller,1994,Sin City: The Big Fat Kill,4.1,https://images.gr-assets.com/books/1470924869m/419103.jpg,1994,
8214,7120842,Agatha Christie,1942,The Moving Finger,3.84,https://images.gr-assets.com/books/1396227246m/16341.jpg,1942,
8215,042516098X,Patricia Cornwell,1996,Hornet's Nest,3.28,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1996,
8216,785267239,"John Eldredge, Brent Curtis",1997,The Sacred Romance Drawing Closer To The Heart Of God,4,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1997,
8217,590590898,Louis Sachar,1987,There's a Boy in the Girls' Bathroom,3.95,https://images.gr-assets.com/books/1346870062m/236056.jpg,1987,
8218,037321099X,Katie McGarry,2013,Crash Into You,4.28,https://images.gr-assets.com/books/1370532247m/17233800.jpg,2013,
8219,375504877,Edmund Morris,2010,Colonel Roosevelt,4.1,https://images.gr-assets.com/books/1320530371m/7993566.jpg,2010,
8220,081120958X,"William Carlos Williams, Charles Tomlinson",1949,Selected Poems,4.15,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1949,
8221,553100351,Timothy Zahn,1998,Star Wars: Vision of the Future,4.06,https://images.gr-assets.com/books/1328289436m/77786.jpg,1998,
8222,4103534230,Haruki Murakami,2009,1Q84 Book 2 [Ichi-kyū-hachi-yon],4.04,https://images.gr-assets.com/books/1329955515m/6449422.jpg,2009,
8224,60724560,Meg Cabot,2006,Princess on the Brink,3.7,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2006,
8225,140435476,"Thomas Hardy, Patricia Ingham",1887,The Woodlanders,3.82,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1887,
8227,385524927,Barbara Delinsky,2009,While My Sister Sleeps,3.82,https://images.gr-assets.com/books/1320495122m/4071018.jpg,2009,
8228,142000957,Mark Bowden,2001,Killing Pablo: The Hunt for the World's Greatest Outlaw,3.93,https://images.gr-assets.com/books/1311648121m/419083.jpg,2001,
8229,1451672721,Chris Cleave,2012,Gold,3.68,https://images.gr-assets.com/books/1340468522m/12968662.jpg,2012,
8230,1554682746,Lesley Livingston,2009,Wondrous Strange,3.69,https://images.gr-assets.com/books/1327879404m/3064985.jpg,2009,
8231,60731427,Franklin Foer,2004,How Soccer Explains the World: An Unlikely Theory of Globalization,3.76,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2004,
8232,141183047,"Fernando Pessoa, Richard Zenith",1913,Livro do Desassossego,4.5,https://images.gr-assets.com/books/1382871857m/45974.jpg,1913,
8233,1401232086,"Geoff Johns, Gary Frank, Jon Sibal, Brad Anderson, Rob Leigh",2012,"Batman: Earth One, Volume 1",4.06,https://images.gr-assets.com/books/1344369854m/12791521.jpg,2012,
8235,425204332,MaryJanice Davidson,2005,Undead and Unappreciated,3.88,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2005,
8236,1455525898,"Douglas Preston, Lincoln Child",2014,Blue Labyrinth,4.11,https://images.gr-assets.com/books/1408116686m/20980959.jpg,2014,
8237,670022209,Manning Marable,2011,Malcolm X: A Life of Reinvention,4.2,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2011,
8238,60723513,Marlo Morgan,1990,Mutant Message Down Under,3.79,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1990,
8239,440244501,Lara Adrian,2009,Ashes of Midnight,4.19,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2009,
8240,081091610X,"Michael Buckley, Peter Ferguson",2007,Once Upon a Crime,4.26,https://images.gr-assets.com/books/1349015477m/112879.jpg,2007,
8241,891343377,Bert Dodson,1985,Keys to Drawing,4,https://images.gr-assets.com/books/1172360760m/168814.jpg,1985,
8242,1401213162,"Bill Willingham, Mark Buckingham, Steve Leialoha, Andrew Pepoy, Gene Ha, Joshua Middleton, Iñaki Miranda, Mike Allred",2007,"Fables, Volume 9: Sons of Empire",4.24,https://images.gr-assets.com/books/1375396700m/158988.jpg,2007,
8243,451461991,Karen Chance,2008,Embrace the Night,4.09,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2008,
8244,586026193,Len Deighton,1962,The Ipcress File,3.94,https://images.gr-assets.com/books/1295903974m/171624.jpg,1962,
8245,679450815,"Marion Cunningham, Fannie Merritt Farmer, Archibald Candy Corporation",1979,The Boston Cooking-School Cook Book 1896,4.1,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1979,
8248,156478214X,Flann O'Brien,1967,The Third Policeman,4.02,https://images.gr-assets.com/books/1343027425m/27208.jpg,1967,
8249,375424490,Alexander McCall Smith,2009,Tea Time for the Traditionally Built,4.11,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2009,
8250,60827629,Erin Hunter,2006,"Starlight (Warriors: The New Prophecy, #4)",4.28,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2006,
8252,867199032,"Hergé, Leslie Lonsdale-Cooper, Michael Turner",1930,Tintin au pays des Soviets,3.67,https://images.gr-assets.com/books/1327959256m/87424.jpg,1930,
8253,1439102414,Kathy Reichs,2011,Flash and Bones,3.86,https://images.gr-assets.com/books/1306253347m/9998705.jpg,2011,
8254,1594206627,Ottessa Moshfegh,2015,Eileen,3.38,https://images.gr-assets.com/books/1479545528m/23453099.jpg,2015,
8255,142333745X,J.D. Robb,2007,Creation in Death ,4.34,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2007,
8256,670062405,Anna Dewdney,2007,Llama Llama Mad at Mama,4.28,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2007,
8257,345547497,Karin Slaughter,2014,Cop Town,3.88,https://images.gr-assets.com/books/1384822680m/18594594.jpg,2014,
8258,810949792,"Nicholas Ganz, Tristan Manco",2004,Graffiti World: Street Art from Five Continents,4.01,https://images.gr-assets.com/books/1302039517m/165053.jpg,2004,
8259,399216197,Ed Young,1989,Lon Po Po,4.03,https://images.gr-assets.com/books/1265127897m/1918702.jpg,1989,
8260,316065765,Anita Amirrezvani,2007,The Blood of Flowers,3.95,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2007,
8261,140367357,E. Nesbit,1902,Five Children and It ,3.88,https://images.gr-assets.com/books/1327882197m/45181.jpg,1902,
8263,671000314,Clive Cussler,1985,"Flood Tide (Dirk Pitt, #14)",3.88,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1985,
8264,62380877,Victoria Schwab,2016,This Savage Song,4.14,https://images.gr-assets.com/books/1445529989m/23299512.jpg,2016,
8265,62003941,"L.J. Smith, Kevin Williamson, Julie Plec",2011,Bloodlust,4.05,https://images.gr-assets.com/books/1287687704m/8456124.jpg,2011,
8267,1481404547,Morgan Matson,2016,The Unexpected Everything,4.07,https://images.gr-assets.com/books/1443203227m/17838528.jpg,2016,
8268,727853414,"Anne Rampling, Anne Rice",1985,Exit to Eden,3.55,https://images.gr-assets.com/books/1328206253m/43799.jpg,1985,
8269,1423121716,"Mary-Jane Knight, Rick Riordan",2010,Percy Jackson: The Ultimate Guide,4.12,https://images.gr-assets.com/books/1360574678m/6654104.jpg,2010,
8270,802120202,G. Willow Wilson,2012,Alif the Unseen,3.84,https://images.gr-assets.com/books/1325543155m/13239822.jpg,2012,
8271,345465296,"Robert Foster, J.R.R. Tolkien",1974,The Complete Guide to Middle-Earth,4.17,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1974,
8272,1451655789,Lucinda Riley,2010,Hothouse Flower,3.8,https://images.gr-assets.com/books/1320957431m/12449167.jpg,2010,
8273,1533134138,Amy Harmon,2016,The Bird and the Sword,4.29,https://images.gr-assets.com/books/1462457112m/29008738.jpg,2016,
8274,1857231082,Terry Brooks,1987,The Black Unicorn ,3.75,https://images.gr-assets.com/books/1460848089m/92845.jpg,1987,
8275,743487672,"Kate Chopin, Cynthia Brantley Johnson, Alyssa  Harad",1899,The Awakening and Selected Short Stories,3.84,https://images.gr-assets.com/books/1403398895m/16076.jpg,1899,
8276,316113786,Uwem Akpan,2008,Say You're One of Them,3.49,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2008,
8277,547229895,Elly Griffiths,2009,The Crossing Places,3.87,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2009,
8278,152024174,Roland Smith,2007,Peak,3.98,https://images.gr-assets.com/books/1328876929m/721003.jpg,2007,
8279,99448874,"Henning Mankell, Ebba Segerberg",1997,Steget efter,4.08,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1997,
8280,553264907,Frederick Forsyth,1979,The Devil's Alternative,4,https://images.gr-assets.com/books/1333578726m/825473.jpg,1979,
8282,670038318,C.J. Sansom,2006,Sovereign ,4.28,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2006,
8283,749932945,Sandra Brown,1999,Envy,4.15,https://images.gr-assets.com/books/1263146546m/76179.jpg,1999,
8284,1401212409,"Grant Morrison, Andy Kubert, John Van Fleet, Jesse Delperdang",2005,Batman: Batman and Son,3.81,https://images.gr-assets.com/books/1328217465m/440960.jpg,2005,
8285,684800012,Harold McGee,1984,On Food and Cooking: The Science and Lore of the Kitchen,4.48,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1984,
8286,810993589,"Michael Buckley, Peter Ferguson",2007,Magic and Other Misdemeanors,4.29,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2007,
8287,345519477,Maya Banks,2011,In Bed with a Highlander,4.05,https://images.gr-assets.com/books/1348705921m/9962040.jpg,2011,
8288,679736638,William Styron,1967,The Confessions of Nat Turner,3.96,https://images.gr-assets.com/books/1406138384m/577283.jpg,1967,
8289,1580628362,Jodee Blanco,2003,Please Stop Laughing at Me... One Woman's Inspirational Story,3.84,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2003,
8291,184756190X,Gemma Burgess,2011,A Girl Like You,3.95,https://images.gr-assets.com/books/1289919160m/9712341.jpg,2011,
8293,765309416,John Scalzi,2006,The Android's Dream,3.97,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2006,
8294,743217187,Isabel Allende,1988,Cuentos de Eva Luna,3.96,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1988,
8295,767901576,Lama Surya Das,1997,Awakening the Buddha Within : Tibetan Wisdom for the Western World,4.18,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1997,
8297,316014532,Sara Zarr,2007,Story of a Girl,3.67,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2007,
8300,399158812,J.D. Robb,2012,Delusion in Death,4.31,https://images.gr-assets.com/books/1334022208m/13252406.jpg,2012,
8301,743435745,David Weber,1994,Field of Dishonor,4.19,https://images.gr-assets.com/books/1321561655m/504369.jpg,1994,
8302,1936365537,David Byrne,2012,How Music Works,3.95,https://images.gr-assets.com/books/1340792878m/13235689.jpg,2012,
8303,1250019699,Mary Kay Andrews,2014,Save the Date,3.87,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2014,
8304,965913228,Paul Auster,2004,Oracle Night,3.77,https://images.gr-assets.com/books/1328287302m/10006.jpg,2004,
8305,575073608,Jack Finney,1970,Time and Again,3.98,https://images.gr-assets.com/books/1393198563m/40526.jpg,1970,
8307,882706306,"Nicky Cruz, Jamie Buckingham",1969,Run Baby Run,4.21,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1969,
8308,452264014,August Wilson,1986,Fences (The Century Cycle #6),3.84,https://images.gr-assets.com/books/1481833774m/539282.jpg,1986,
8309,340863684,Richard Wurmbrand,1940,Tortured for Christ,4.34,https://images.gr-assets.com/books/1419182359m/78629.jpg,1940,
8310,1250076927,Lynda Cohen Loigman,2016,The Two-Family House,3.94,https://images.gr-assets.com/books/1479207044m/25663717.jpg,2016,
8311,6280943,C.S. Lewis,1947,Miracles: A Preliminary Study,4.08,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1947,
8312,1598878735,"Daniel Coyle, John Farrell",2009,"The Talent Code: Unlocking the Secret of Skill in Sports, Art, Music, Math, and Just About Everything Else",4.07,https://images.gr-assets.com/books/1404579448m/5771014.jpg,2009,
8313,670016381,Elizabeth Little,2014,Dear Daughter,3.44,https://images.gr-assets.com/books/1395618683m/18693753.jpg,2014,
8315,140284125,P.G. Wodehouse,1923,The Inimitable Jeeves ,4.26,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1923,
8316,786901896,"Margaret Weis, Tracy Hickman",1995,Dragons of Summer Flame,3.84,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1995,
8317,446402400,Tom Rob Smith,2009,The Secret Speech,3.78,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2009,
8318,307272583,Carl Hiaasen,2010,Star Island,3.44,https://images.gr-assets.com/books/1320464091m/7908638.jpg,2010,
8319,345495160,China Miéville,2007,Un Lun Dun,3.81,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2007,
8320,1421506262,"Tsugumi Ohba, Takeshi Obata",2005,"デスノート #5 (Desu Nōto) Hakushi (白紙,) ",4.35,https://images.gr-assets.com/books/1449779269m/13617.jpg,2005,
8321,1401324436,Richard Castle,2011,Heat Rises,3.92,https://images.gr-assets.com/books/1302579268m/10532477.jpg,2011,
8322,805080759,David Simon,1991,Homicide: A Year on the Killing Streets,4.38,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1991,
8323,425183238,"Benedict Freedman, Nancy Freedman",1947,Mrs. Mike,4.13,https://images.gr-assets.com/books/1309212489m/155712.jpg,1947,
8324,1476791619,Connor Franta,2015,A Work in Progress,4.36,https://images.gr-assets.com/books/1426466460m/22886113.jpg,2015,
8325,62285505,Rene Denfeld,2014,The Enchanted,3.96,https://images.gr-assets.com/books/1373991244m/18090147.jpg,2014,
8326,718155181,Paul  Hoffman,2010,The Left Hand of God ,3.66,https://images.gr-assets.com/books/1257742712m/7116709.jpg,2010,
8327,006221635X,Katie Cotugno,2013,How to Love,3.73,https://images.gr-assets.com/books/1366904609m/17332564.jpg,2013,
8328,375758232,Adam Gopnik,2000,Paris to the Moon,3.75,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2000,
8329,385613504,Jenny Downham,2010,You Against Me,3.7,https://images.gr-assets.com/books/1311064228m/8720917.jpg,2010,
8330,439717000,Ann M. Martin,2005,A Dog's Life: Autobiography of a Stray,4.18,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2005,
8331,439441722,Tamora Pierce,2005,The Will of the Empress,4.15,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2005,
8332,345530411,"Tyler Hamilton, Daniel Coyle",2012,"The Secret Race: Inside the Hidden World of the Tour de France: Doping, Cover-ups, and Winning at All Costs",4.32,https://images.gr-assets.com/books/1344963275m/15823426.jpg,2012,
8333,142002038,Ian Fleming,1958,Dr. No,3.76,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1958,
